Pelicula,CPL recibida,Fecha de cpl recibida,KDM recibido,KDM ingestado,KDM abre,KDM cierra,Formatos y versiones (2D 3D LAS SUB),Distribuidor
Bad Guys,TRUE,8/11/2025,TRUE,TRUE,8/8/2025,7/20/1900,,Universal
